Brand,Product Name,Category,All Ingredients,Skin Type,Price,Benefits,Rating,Total Ratings,Product URL 
COSRX,The Hyaluronic Acid 3 Serum,Face Serum,"Water, Butylene Glycol, Propanediol, Glycerin, Sodium Hyaluronate(3%), Pentylene Glycol, 1,2-Hexanediol, Diethoxyethyl Succinate, Sodium Polyacryloyldimethyl Taurate, Betaine, Xanthan Gum, Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium PCA, Sodium Lactate, PCA, Glyceryl Acrylate/Acrylic Acid Copolymer, Hydrogenated Lecithin, Ethylhexylglycerin, Serine, Alanine, Glycine, Sodium Phytate, Sorbitan Isostearate, PVM/MA Copolymer, Glutamic Acid, Citric Acid, Lysine HCl, Threonine, Arginine, Sodium Methyl Stearoyl Taurate, Proline, Ceramide NP, Cholesterol, Caprylic/Capric Triglyceride, Phytosphingosine, Stearic Acid, Oleic Acid, Alcohol, Tocopherol, Lactic Acid, Caprylyl Glycol, Caprylhydroxamic Acid",All,25,"hydration, visibly plumps the skin, and improves dryness.",4.3,952 ratings,https://www.amazon.com/COSRX-Hyaluronic-Hydration-0-67fl-oz-Artificial/dp/B09ZYCVH8N
COSRX,Hydrium Triple Hyaluronic Moisture Ampoule,Ampoule,"Water, Glycerin, Butylene Glycol, Dipropylene Glycol, 1,2-Hexanediol, Methyl Gluceth-10, Sodium Hyaluronate, Carbomer, Panthenol, Tromethamine, Ethylhexylglycerin, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Gluconolactone, Lactobionic Acid",All,26,"Intense hydration , Recovers & protects skin barrier, Plump, glowing skin, Light & fresh finish",4.7,"1,026 ratings",https://www.amazon.com/COSRX-Hydrium-Hyaluronic-Moisture-Ampoule/dp/B07RGYL5J9
COSRX,AC Collection Blemish Spot Drying Lotion,Acne Treatment / Sealing gel / Cream,"ALCOHOL, WATER, CALAMINE, GLYCERIN, TITANIUM DIOXIDE, ZINC OXIDE, DIMETHYL SULFONE, SILICA, BUTYLENE GLYCOL, SALICYLIC ACID, SALIX ALBA (WILLOW) BARK EXTRACT, COLLOIDAL SULFUR, ETHYL HEXANEDIOL, ACACIA SENEGAL GUM, 1,2-HEXANEDIOL, CAMPHOR, CYANOCOBALAMIN, MADECASSIC ACID, ASIATICOSIDE, ASIATIC ACID",Acne Prone,16,Hypoallergenic,4.2,781 ratings,https://www.amazon.com/COSRX-Blemish-Drying-Whitehead-Treatment/dp/B09B321GS4
COSRX,The Retinol 0.3 Cream,Face Cream & Lotion,"Water, Caprylic/Capric Triglyceride, Butylene Glycol, Glycerin, Glycine Soja (Soybean) Oil, Tocopherol, Tocopheryl Acetate, Cetearyl Alcohol, Trehalose, Panthenol, Butyrospermum Parkii (Shea) Butter, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Glyceryl Polymethacrylate, Polyglyceryl-10 Stearate, Hydrogenated Lecithin, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carbomer, Retinol(0.3%), Tromethamine, Glyceryl Stearate, Polysilicone-11, Sodium Sulfite, Daucus Carota Sativa (Carrot) Root Extract, Allantoin, Glyceryl Caprylate, Propanediol, Oryza Sativa (Rice) Bran Wax, Tocotrienols, Stearic Acid, Polyglyceryl-3 Methylglucose Distearate, Palmitic Acid, Ethylhexylglycerin, Disodium EDTA, Adenosine, Sodium Hyaluronate, Sorbitan Isostearate, 1,2-Hexanediol, Elaeis Guineensis (Palm) Oil, Hydrolyzed Hyaluronic Acid, Beta-Carotene, Sodium Hyaluronate Crosspolymer, Myristic Acid, Hyaluronic Acid, Lauric Acid, Sodium Acetylated Hyaluronate, Ascorbic Acid, Limnanthes Alba (Meadowfoam) Seed Oil, 3-O-Ethyl Ascorbic Acid, Glutathione
PROVEN RESULTS
VIDEO
FAQ
In just 4 weeks, forehead wrinkles improved by 12.71%
*As a result of the clinical trials from Dermacosmetic Skin Science Laboratory Co., Ltd.
","All, Aging",19.5,"addresses deeper wrinkles, loss of skin elasticity, uneven texture and tone, and pore-related concerns. It is particularly effective for more mature skin types or those looking to prevent and treat signs of aging.",4.3,145 ratings,https://www.amazon.com/COSRX-Anti-aging-Retinoid-Treatment-Wrinkles/dp/B0CM8M8HP8
COSRX,AC Collection Calming Liquid Mild,Toner,"Camellia Sinensis Leaf Water, Butylene Glycol, Dimethyl Sulfone, Betaine, 1,2-Hexanediol, Betaine Salicylate, Gluconolactone, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glycerin, Panthenol, Allantoin, Arginine, Sodium Hyaluronate, Melaleuca Alternifolia (Tea Tree) Leaf Oil , Asiaticoside, Asiatic Acid, Madecassic Acid",Acne Prone,26,"Preventing further breakouts, sebum removal, soothing solid care",4.5,169 ratings,https://www.amazon.com/COSRX-Collection-Calming-Liquid-4-22fl-oz/dp/B07MHMJWFG
COSRX,Pure Fit Cica Serum,Face Serum,"Centella AsiaticaExtract, Centella Asiatica Leaf Extract, Centella AsiaticaRoot Extract, Butylene Glycol, Glycerin, 1,2-Hexanediol, Betaine, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl TaurateCopolymer, Polyglyceryl10 Laurate, Polyglyceryl-10 Myristate, Sodium Hyaluronate, Allantoin, Ethylhexylglycerin, Xanthan Gum, Water, Pinus Pinaster Bark Extract, Asiaticoside, Asiatic Acid, MadecassicAcid, Madecassoside",Sensitive,28,"Hypoallergenic,Moisturizing,Soothing,Strengthening",4.6,295 ratings,https://www.amazon.com/COSRX-Serum-fl-oz-Centella-Cruelty/dp/B086V28LXL
COSRX,Refresh AHA BHA Vitamin C Daily Cream,Face Cream & Lotion,"Actinidia Chinensis (Kiwi) Fruit Extract, Hylocereus Undatus Fruit Extract, Hippophae Rhamnoides Water, Butylene Glycol, Cetyl Ethylhexanoate, Niacinamide, 1,2-Hexanediol, Macadamia Ternifolia Seed Oil, Cetearyl Alcohol, Betaine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Carbomer, Arginine, Panthenol, Cetearyl Olivate, Sorbitan Olivate, Allantoin, Adenosine, Sodium Hyaluronate, Alpha-Arbutin, Menthyl Lactate, Mentha Haplocalix Extract, Tocopherol, Lactobionic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Betaine Salicylate, Ascorbyl Glucoside, Glycolic Acid, Water",Sensitive,19,"Hypoallergenic, Anti Aging, Exfoliate and care for the pores, Quickly soothe without clogging pores, Vitalizing & Rebalancing ",4.4,221 ratings,https://www.amazon.com/COSRX-VITAMIN-Brighten-Plumping-Natural/dp/B09921PHJ6
COSRX,The Peptide Collagen Hydrogel Eye Patch,Eye Mask,"Water, Dipropylene Glycol, Glycerin, Niacinamide, Ceratonia Siliqua (Carob) Gum, Chondrus Crispus Powder, Chondrus Crispus, Cellulose Gum, Hydroxyacetophenone, Algin, Caprylyl Glycol, Potassium Chloride, Betaine, Panthenol, Sucrose, Ethylhexylglycerin, Sodium Polyacrylate,
Polyglyceryl-10 Laurate, Adenosine, Polyglyceryl-10 Myristate, Maltodextrin, Caffeine, Collagen, Butylene Glycol, Cyanocobalamin, 1,2-Hexanediol, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Pantolactone, Pentylene Glycol, Acetyl Hexapeptide-8, Dunaliella Salina Extract, sh
Polypeptide-121, Palmitoyl Tripeptide-5, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Potassium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Acetyl Tetrapeptide-5, Citric Acid, Disodium EDTA",All,23,"Help visibly reduce puffiness (de-puffing), Diminish the appearance of fine lines and wrinkles,  Taut-,firmer-looking skin around the eyes, Helps soothe & hydrate the skin's appearance, Improve the look of dark circles, Revitalized and rejuvenated skin",4.2,51 ratings,https://www.amazon.com/COSRX-Peptide-Collagen-Hydrogel-Caffeine/dp/B0DLKCCPYZ
COSRX,Advanced Snail Peptide Eye Cream,Eye Cream,"Snail Secretion Filtrate, Butylene Glycol, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, 1,2-Hexanediol, Niacinamide, Water, Palmitic Acid, Arginine, Carbomer, Stearic Acid, Betaine, Cetearyl Olivate, Sorbitan Olivate, Sodium Polyacrylate, Allantoin, Tocopheryl Acetate, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Adenosine, Xanthan Gum, Myristic Acid, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7
ROUTINE",All,28,"Firms skin,  Boosts radiance, Reduces dark circles",4.5,"5,431 ratings",https://www.amazon.com/COSRX-Advanced-Snail-Peptide-Cream/dp/B07ZRF416W
COSRX,Hydrium Moisture Power Enriched Cream,Face Cream & Lotion,"Water, Glycerin, Ethylhexyl Stearate, Vinyl Dimethicone, Pentylene Glycol, Cocos Nucifera (Coconut) Oil, 1,2-Hexanediol, Cetearyl Alcohol, Panthenol, Polymethylsilsesquioxane, Arachidyl Alcohol, Propolis Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyglyceryl-6 Stearate, Butylene Glycol, Carbomer, Behenyl Alcohol, Glyceryl Stearate, Tromethamine, Dimethiconol, Caprylyl Glycol, Arachidyl Glucoside, Hydrogenated Lecithin, Ceramide NP, Ethylhexylglycerin, Xanthan Gum, Sucrose Stearate, Polyglyceryl-6 Behenate, Sodium Polyacrylate Starch, Stearic Acid, Palmitic Acid, Sodium Hyaluronate, Cholesterol, Hyaluronic Acid, Glycosphingolipids, Hydrolyzed Hyaluronic Acid",Dry,25,"Intense hydration,  Long-lasting moisture,  Plump, glowing skin, Velvety, silky finish",4.6,882 ratings,https://www.amazon.com/COSRX-Hydrium-Moisture-Power-Enriched/dp/B07RMSV16K
COSRX,AC Collection Blemish Spot Serum,Face Serum,"Propolis Extract, Butylene Glycol, Niacinamide, Panthenol, 1,2-Hexanediol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ectoin, Ethylhexylglycerin, Glycerin, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Allantoin, Sodium Hyaluronate, Asiaticoside, Asiatic acid, Madecassic acid, Helianthus Annus (Sunflower) Seed Oil, Macadamia Ternifolia Seed Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sucrose distearate, Glyceryl Strearate, Hydrogenated Lecithin, Dipropylene Glycol, Ceramide NP","Sensitive. Oily, Acne Prone",27,"Regenerates depressed scars , Brightens blemishes, Soothes & fades red spots",4.4,440 ratings,https://www.amazon.com/COSRX-Collection-Blemish-Clearing-Serum/dp/B07NGF5395
COSRX,Galactomyces 95 Tone Balancing Essence,Essence,"Galactomyces Ferment Filtrate, Niacinamide, Panthenol, Glycerin, 1,2-Hexanediol, Butylene Glycol, Betaine, Sodium Hyaluronate, Allantoin, Xanthan Gum, Ethyl Hexanediol, Adenosine",All,24,"Redness Removal, Hydrating",4.5,"2,529 ratings",https://www.amazon.com/COSRX-Galactomyces-Balancing-Essence-Brighten/dp/B07DKC23D5
COSRX,Refresh AHA BHA Vitamin C Booster Serum,Face Serum,"Actinidia Chinensis (Kiwi) Fruit Extract, Hylocereus Undatus Fruit Extract, Hippophae Rhamnoides Water, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Glycolic Acid, Betaine, Sodium Hydroxide, Water, Panthenol, Allantoin, Hydroxyethylcellulose, Glycerin, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Sodium Hyaluronate, Adenosine, Ascorbyl Glucoside, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Betaine Salicylate, Alpha-Arbutin, Menthyl Lactate, Mentha Haplocalix Extract",All,22,"Rejuvenate, mildly exfoliate, radiant skin",4.5,178 ratings,https://www.amazon.com/COSRX-Vitamin-Booster-Brighten-Plumping/dp/B0991HJYG1
COSRX,The Alpha-Arbutin 2 Discoloration Care Serum,Face Serum,"Aqua/Water, Propanediol, Glycerin, Niacinamide, Tranexamic Acid, Acetyl Glucosamine, Alpha-Arbutin(2%), 1,2-Hexanediol, Dimethicone, Dimethyl Isosorbide, Diethoxyethyl Succinate, Butylene Glycol, Citric Acid, Alcohol, Sodium Polyacryloyldimethyl Taurate, Hydrogenated Lecithin, Xanthan Gum, Sodium Metabisulfite, Disodium EDTA, Ethylhexylglycerin, Dextrin, Theobroma Cacao (Cocoa) Extract, Sodium Citrate, Madecassoside, Sodium Methyl Stearoyl Taurate, Sodium Hyaluronate, Tocopherol, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Ferulic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Panthenol, Arginine, Methyl Trimethicone, Allantoin, Glutathione, Sodium Acetylated Hyaluronate",All,25,"Fades post blemish scars , Fades pigmentation , Fades unwanted spots, Balances skin tone, Tackles all of discoloration concerns,  Improves brightness",5,1 rating,https://www.amazon.com/COSRX-Discoloration-Niacinamide-Glutathione-Tranexamic/dp/B0DGG3MMJX?ref_=ast_sto_dp
COSRX,Lip Sleep - Full Fit Propolis Lip Sleeping Mask,Lip Care,"Petrolatum, Hydrogenated Polyisobutene, Diisostearyl Malate, Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax, Sorbitan Sesquioleate, Ethylene/Propylene/Styrene Copolymer, Euphorbia Cerifera (Candelilla) Wax, Helianthus Annuus (Sunflower) Seed Oil, Butylene/Ethylene/Styrene Copolymer, Ethylhexylglycerin,Glycine Soja (Soybean) Oil,Eclipta Prostrata Extract, Beeswax, Water, Butylene Glycol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Honey Extract, Melia Azadirachta Leaf Extract, Bixa Orellana Seed Oil, Royal Jelly Extract, Glycerin, Moringa Oleifera Seed Oil, Propolis Extract, 1,2-Hexanediol, Tocopherol, Saccharomyces Ferment, Honey",Dry lips,19,"Moisturises lips, Reduces flakiness, Prevents chapped lips, Soothes and softens lips, Rich, fast-absorbing texture",4.7,190 ratings,https://www.amazon.com.au/COSRX-Full-Propolis-Sleeping-Mask/dp/B094VH2VLS?th=1
COSRX,COSRX Low pH Niacinamide Micellar Cleansing Water,Micellar Water,"Water, Dipropylene Glycol, Polyglyceryl-4 Caprate, Panthenol, Sodium Hyaluronate, Allantoin, Niacinamide(1,000ppm), Zinc PCA,
Madecassoside, Propanediol, Caprylyl Glycol, Ethylhexylglycerin, 1,2-Hexanediol, Sodium Citrate, Citric Acid, Disodium EDTA",Sensitive,15,"Low pH cleanser suitable for sensitive skin, Cleanses and controls excessive sebum, Gently removes makeup, Soothes and hydrates skin",4.6,619 ratings,https://www.amazon.com/COSRX-Niacinamide-Cleansing-13-52fl-oz-Sensitive/dp/B0C44X5JML
COSRX,One Step Moisture Up Pads,Toner,"Water, Butylene Glycol, Propanediol, Glycerin, 1,2-Hexanediol, Betaine Salicylate,
Betaine, Panthenol, Allantoin, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate,
Sodium Hydroxide, Gluconolactone, Sodium Hyaluronate, Citrus Aurantium Bergamia
(Bergamot) Fruit Oil, Carbomer, Arginine, Citrus Limon (Lemon) Peel Oil, Pentylene
Glycol, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Hydrolyzed
Sodium Hyaluronate, Hyaluronic Acid, Ethylhexylglycerin, Squalane",All,22,"Hydrating, Smoothe Rough skin, Exfoliate dead skin cells,  Strengthen Skin Barrier",4.6,893  ratings,https://www.amazon.com/COSRX-Moisturizing-Testing-Free-Fragrance-Free-Parabens-Free/dp/B01N5SHH8Y
COSRX,Lip Scrub - Full Fit Honey Sugar Lip Scrub,Lip Care,"Sucrose, Caprylic/Capric Triglyceride, Glycerin, Euphorbia Cerifera (Candelilla) Wax, Sorbeth-30 Tetraoleate, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Water, Stearalkonium Hectorite, 1,2-Hexanediol, Propylene Carbonate, Theobroma Cacao (Cocoa) Extract, Ethylhexylglycerin, Butylene Glycol, Saccharum Officinarum (Sugarcane) Extract, Dextrin, Citrus Limon (Lemon) Fruit Extract, Honey",Dry lips,19,"Nourishing,Smoothening",4.2,103 ratings,https://www.amazon.com/COSRX-Testing-Free-Artificial-Fragrance-Free-Parabens-Free/dp/B098D8QZK1
COSRX,Pure Fit Cica Pad,Toner,"Centella Asiatica Extract, Centella Asiatica Leaf Extract, Centella Asiatica Root Extract, Butylene Glycol, 1,2-Hexanediol, Panthenol, Mentha Aquatica Extract, Allantoin, Glycerin, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Alpha-Arbutin, Xanthan Gum, Asiaticoside, Asiatic Acid, Madecassic Acid, Madecassoside, Sodium Hyaluronate, Menthyl Lactate, Mentha Haplocalix Extract",Sensitive,27,"Hypoallergenic, alleviate irritated skin",4.4,48 ratings,https://www.amazon.com/COSRX-Cleansing-Centella-Asiatica-Sensitive/dp/B0935WLWR7
COSRX,AC Collection Ultimate Spot Cream,Acne Treatment / Sealing gel / Cream,"Aloe Barbadensis Leaf Water, Butylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Glycerine, Zinc Oxide, Cetearyl Alcohol, Dimethyl Sulfone, Betaine, Polysorbate 60, Elaeis Guineensis (Palm) Oil, Elaeis Guineensis (Palm) Kernel Oil, Cetearyl Olivate, Sorbitan Olivate, 1,2-Hexanediol, Calamine, Dimethicone, Illicium Verum (Anise) Fruit Extract, Scutellaria Baicalensis Root Extract, Xanthan gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ethyl Hexanediol, Asiaticoside, Asiatic acid, Madecassic acid",All,23,helps soothe and dry out acne overnight,4.2,413 ratings,https://www.amazon.com/COSRX-Collection-Ultimate-Cream-1-05oz/dp/B07MDZLC5M
COSRX,Pure Fit Cica Cleanser,Cleanser,"Water, Sodium Cocoyl Isethionate, Glycerin, Glyceryl Stearate, Stearyl Alcohol, Coco-Betaine, Sodium Methyl Cocoyl Taurate, Sodium Chloride, Coco-Glucoside, Caprylyl Glycol, Glyceryl Caprylate, Citric Acid, Eucalyptus Globulus Leaf Oil, Disodium EDTA, Ocimum Basilicum (Basil) Oil, 1,2-Hexanediol, Quillaja Saponaria Bark Extract, Propanediol, Centella Asiatica Extract, Centella Asiatica Leaf Extract, Centella Asiatica Root Extract, Saccharomyces Ferment, Ethylhexylglycerin, Asiatic Acid, Asiaticoside, Madecassic Acid, Madecassoside, Pinus Pinaster Bark Extract",Sensitive,16.27," effectively balances the skin, helping it stay smooth and supple",4.5,202 ratings,https://www.amazon.com/COSRX-Cleanser-fl-oz-Centella-Cruelty/dp/B086VCVLGR
COSRX,Pure Fit Cica Smoothing Cleanser Balm,Cleansing Balm,"Ethylhexyl Palmitate, Sorbeth-30 Tetraoleate, Caprylic/Capric Triglyceride, Polyethylene, Lavandula Angustifolia (Lavender) Oil, Helianthus Annuus (Sunflower) Seed Oil, Eucalyptus Globulus Leaf Oil, Caprylyl Glycol, Ethylhexylglycerin, Anthemis Nobilis Flower Oil, Avena Sativa (Oat) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Oenothera Biennis (Evening Primrose) Oil, Persea Gratissima (Avocado) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Water, 1,2-Hexanediol, Centella Asiatica Extract, Centella Asiatica Leaf Extract, Centella Asiatica Root Extract, Pinus Pinaster Bark Extract, Asiaticoside, Asiatic Acid, Madecassoside, Madecassic Acid",Sensitive,29,Cleansing,4.3,92 ratings,https://www.amazon.com/COSRX-Smoothing-Cleansing-Hydrating-Sensitive/dp/B091YKXNYL
COSRX,AC Collection Calming Liquid Intensive,Toner,"Propolis Extract, Butylene Glycol, 1,2-Hexanediol, Ethyl Hexanediol, Asiaticoside, Asiatic Acid
Madecassic Acid, Cassia Obtusifolia Seed Extract, Butylene Glycol, 1,2-Hexanediol, Hydroxyethylcellulose
Panthenol, Butylene Glycol, Betaine, Dimethyl Sulfone, Betaine Salicylate, Zinc PCA, Polysorbate 20
Allantoin, Sodium Lactate, Water, Lactic Acid, Alcohol, Glycolic Acid, Sodium Hyaluronate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Polysorbate 60",All,26,"Anti Acne, Hypoallergenic, Non Comedogenic",4.5,231 ratings,https://www.amazon.com/COSRX-Collection-Calming-Intensive-4-22fl-oz/dp/B07MF1GQM4
COSRX,Pure Fit Cica Toner,Toner,"Centella AsiaticaExtract, Centella Asiatica Leaf Extract, Centella AsiaticaRoot Extract, Butylene Glycol, 1,2-Hexanediol, Betaine, Panthenol, Glycerin, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl TaurateCopolymer, Ethylhexylglycerin, Allantoin, Caprylic/Capric Triglyceride, Water, Pinus Pinaster Bark Extract, Asiaticoside, Asiatic Acid, MadecassicAcid, Madecassoside",All,22,"	Soothing,Moisturizing",4.5,275 ratings,https://www.amazon.com/COSRX-Toner-Soothing-Cruelty-Paraben/dp/B086TZWQRG
COSRX,BHA Blackhead Power Liquid,Toner,"Salix Alba (Willow) Bark Water, Butylene Glycol, Betaine Salicylate, Niacinamide, 1,2-Hexanediol, Arginine, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol",All,25,"Exfoliating, Clear clogged pores, Prevent breakouts & reduce marks from spots, Balance oil production",4.4,"3,552 ratings",https://www.amazon.com/Cosrx-Bha-Blackhead-Power-Liquid/dp/B00OZEJ8R8
COSRX,Advanced Snail Hydrogel Eye Patch,Eye Mask,"Water, Glycerin, Snail Secretion Filtrate, Niacinamide, Carrageenan, 1,2-Hexanediol, Ceratonia Siliqua (Carob) Gum, Betaine, Hydroxyacetophenone, Allantoin, Chlorphenesin, Cyamopsis Tetragonoloba (Guar) Gum, Calcium Chloride, Butylene Glycol, Sucrose, Cellulose Gum, Adenosine, Potassium Chloride, Dipotassium Glycyrrhizate, Ethylhexylglycerin, PEG-90M",All,28,"Plump & hydrate delicate eye area, Depuff and nourish",4.5,"2,060 ratings",https://www.amazon.com/COSRX-Advanced-Hydrogel-treatments-Revitalize/dp/B08V56GJ7W
COSRX,Hyaluronic Acid Intensive Cream,Face Cream & Lotion,"Hippophae Rhamnoides Water, Ethyl Hexanediol, 1,2-Hexanediol, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Macadamia Ternifolia Seed Oil, Sodium Hyaluronate, Arginine, Panthenol, Dimethicone, Ethylhexylglycerin, Carbomer, Allantoin, Xanthan Gum",All,25,"Nourishing moisturizer, gives plump and youthful look",4.6,"5,623 ratings",https://www.amazon.com/COSRX-Hyaluronic-Intensive-Cream-100ml/dp/B072FH17NJ
COSRX,Hyaluronic Acid Hydra Power Essence,Essence,"Hippophae Rhamnoides Water, Butylene Glycol, Glycerin, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Ethyl Hexanediol",All,25,"Hydrating, gives plump and youthful look",4.7,975 ratings,https://www.amazon.com/COSRX-Hyaluronic-Hydra-Power-Essence/dp/B00OZ9MKDM
COSRX,Hydrium Centella Aqua Soothing Ampoule,Ampoule,"Water, Centella Asiatica Extract, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Betaine, Chondrus Crispus Extract, Saccharum Officinarum (Sugarcane) Extract, Pentylene Glycol, Octanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Ethylhexylglycerin, Allantoin, Madecassoside, Panthenol","Sensitive, Acne Prone",26,Mild moisturizing for Sensitive Skin; Even suitable for Acne-prone Skin,4.5,405 ratings,https://www.amazon.com/COSRX-Hydrium-Centella-Soothing-Ampoule/dp/B07RJ3CP36
COSRX,Poreless Clarifying Charcoal Mask Pink,Face Mask,"Water, Silica, Propanediol, Kaolin, Glycerin, Diatomaceous Earth, 1,2-Hexanediol, Butylene Glycol, Camellia Sinensis Seed Extract, Betaine, Carbomer, Tromethamine, Hydroxyacetophenone, Titanium Dioxide, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cellulose, Charcoal Powder, Calamine, Cellulose Gum, Xanthan Gum, Silica Dimethyl Silylate, Disodium EDTA, Ethylhexylglycerin, Ethylcellulose, Gardenia Florida Fruit Extract, Dextrin, Lauric Acid, Zea Mays (Corn) Starch, Aluminum Hydroxide, Mannitol, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Polyglyceryl-10 Stearate, Salicylic Acid",Sensitive,17.99,"Detoxifying, ightening pores and smoothening the skin’s surface",4.5,363 ratings,https://www.amazon.com/COSRX-Clarifying-Charcoal-Blackheads-Changing/dp/B0991FC8BG
COSRX,Ultimate Nourishing Rice Overnight Spa Mask,Sleeping Mask,"Oryza Sativa (Rice) Extract, Butylene Glycol, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Betaine, Niacinamide, Dimethicone, 1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Elaeis Guineensis (Palm) Oil, Elaeis Guineensis (Palm) Kernel Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Alcohol, Ethylhexylglycerin, Arginine, Carbomer, Allantoin, Xanthan Gum",All,18,"Brightening, Hydrating, Moisturizing",4.5,"7,775 ratings",https://www.amazon.com/COSRX-Ultimate-Nourishing-Rice-Overnight/dp/B01N13W31F
COSRX,Full Fit Propolis Light Ampoule,Ampoule,"Propolis Extract, Butylene Glycol, Glycerin, Betaine, 1,2-Hexanediol, Cassia Obtusifolia Seed Extract, Sodium Hyaluronate, Hydroxyethylcellulose, Carbomer, Panthenol, Arginine",All,28,"Nourishes for healthy skin, Plump, glowing skin, Reduces redness,  Infuses hydration, Soothes",4.5,"3,210 ratings",https://www.amazon.com/COSRX-Propolis-Light-Ampule-fl-oz/dp/B07ZGJQZ8G
COSRX,Two in One Poreless Power Liquid,Essence,"Salix Alba (Willow) Bark Water, Butylene Glycol, Hydroxypropyl Cyclodextrin, Water, Pentylene Glycol, 1,2-Hexanediol, Betaine Salicylate, Arginine, Betaine, PEG-60 Hydrogenated Castor Oil, Allantoin, Panthenol, Ethylhexylglycerin, Sodium Hyaluronate, Carbomer, Cassia Obtusifolia Seed Extract, Menthyl Lactate, Mentha Haplocalix Extract","Oily, Combination, Sensitive, Dry, Normal",25,Breakouts Treatment,4.4,"3,047 ratings",https://www.amazon.com/COSRX-Poreless-Power-Liquid-100ml/dp/B07BNCMR54
